url,spaces_id,title
https://twitter.com/i/spaces/1BdxYrmXjPNKX,1BdxYrmXjPNKX,🚨 GROK DELAYED?? BREAKING NEWS
https://twitter.com/i/spaces/1LyGBnzVRZoGN,1LyGBnzVRZoGN,🚨 BREAKING: GROK ROLLING OUT NOW!!!
